year,country,state,county_name,acre_planted,acre_planted_cv,acre_harvested,acres_loss,yield_lb_per_acres,total_yield,production_cwt
1972,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,470,0,470,0,4810,2260700,22600
1972,UNITED STATES,ARKANSAS,LEE,8420,0,8420,0,4500,37890000,378900
1972,UNITED STATES,ARKANSAS,MILLER,760,0,750,10,3600,2736000,27000
1972,UNITED STATES,ARKANSAS,MONROE,14820,0,14820,0,4750,70395000,704000
1972,UNITED STATES,ARKANSAS,CLAY,8040,0,7950,90,4975,39999000,395500
1972,UNITED STATES,ARKANSAS,CRITTENDEN,6850,0,6840,10,3800,26030000,259900
1972,UNITED STATES,ARKANSAS,PULASKI,2460,0,2430,30,5335,13124100,129600
1972,UNITED STATES,ARKANSAS,LITTLE RIVER,420,0,410,10,3805,1598100,15600
1972,UNITED STATES,ARKANSAS,INDEPENDENCE,880,0,880,0,4770,4197600,42000
1972,UNITED STATES,ARKANSAS,JEFFERSON,17880,0,17840,40,4800,85824000,856300
1972,UNITED STATES,ARKANSAS,POINSETT,39080,0,39000,80,5300,207124000,2067000
1972,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,640,0,470,170,4810,3078400,22600
1972,UNITED STATES,ARKANSAS,CRAIGHEAD,17590,0,17550,40,5150,90588500,903800
1972,UNITED STATES,ARKANSAS,PERRY,1000,0,980,20,3795,3795000,37200
1972,UNITED STATES,ARKANSAS,PHILLIPS,5150,0,5150,0,3900,20085000,200900
1972,UNITED STATES,ARKANSAS,LAWRENCE,8420,0,8320,100,5350,45047000,445100
1972,UNITED STATES,ARKANSAS,CHICOT,9820,0,9810,10,4800,47136000,470900
1972,UNITED STATES,ARKANSAS,LONOKE,39560,0,39400,160,5150,203734000,2029100
1972,UNITED STATES,ARKANSAS,JACKSON,20760,0,20730,30,4600,95496000,953600
1972,UNITED STATES,ARKANSAS,HOT SPRING,470,0,470,0,4595,2159650,21600
1972,UNITED STATES,ARKANSAS,ASHLEY,6730,0,6710,20,4725,31799250,317000
1972,UNITED STATES,ARKANSAS,WOODRUFF,20350,0,20340,10,5025,102258750,1022100
1972,UNITED STATES,ARKANSAS,LAFAYETTE,880,0,870,10,4805,4228400,41800
1972,UNITED STATES,ARKANSAS,MISSISSIPPI,1500,0,1480,20,4300,6450000,63600
1972,UNITED STATES,ARKANSAS,PRAIRIE,40420,0,40400,20,5356,216489520,2161400
1972,UNITED STATES,ARKANSAS,SAINT FRANCIS,18680,0,18610,70,4350,81258000,809500
1972,UNITED STATES,ARKANSAS,DREW,4540,0,4530,10,5000,22700000,226500
1972,UNITED STATES,ARKANSAS,WHITE,1200,0,1200,0,4750,5700000,57000
1972,UNITED STATES,ARKANSAS,CROSS,36130,0,36070,60,5050,182456500,1821500
1972,UNITED STATES,ARKANSAS,GREENE,5370,0,5360,10,4600,24702000,246600
1972,UNITED STATES,ARKANSAS,DESHA,14060,0,14050,10,4650,65379000,653300
1972,UNITED STATES,ARKANSAS,RANDOLPH,2360,0,2330,30,4400,10384000,102500
1972,UNITED STATES,ARKANSAS,ARKANSAS,77220,0,77150,70,5160,398455200,3980900
1972,UNITED STATES,ARKANSAS,LINCOLN,9070,0,9060,10,4925,44669750,446200
1973,UNITED STATES,ARKANSAS,LONOKE,47800,0,47700,100,4840,231352000,2308700
1973,UNITED STATES,ARKANSAS,PHILLIPS,6140,0,6140,0,4241,26039740,260400
1973,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,540,0,540,0,3000,1620000,16200
1973,UNITED STATES,ARKANSAS,MISSISSIPPI,1790,0,1790,0,4352,7790080,77900
1973,UNITED STATES,ARKANSAS,WOODRUFF,24570,0,24550,20,4370,107370900,1072800
1973,UNITED STATES,ARKANSAS,CLAY,9600,0,9540,60,4510,43296000,430300
1973,UNITED STATES,ARKANSAS,CROSS,43600,0,43580,20,4820,210152000,2100600
1973,UNITED STATES,ARKANSAS,ASHLEY,8120,0,8120,0,4280,34753600,347500
1973,UNITED STATES,ARKANSAS,LEE,9940,0,9900,40,4330,43040200,428700
1973,UNITED STATES,ARKANSAS,MILLER,870,0,850,20,3424,2978880,29100
1973,UNITED STATES,ARKANSAS,GREENE,6290,0,6290,0,4261,26801690,268000
1973,UNITED STATES,ARKANSAS,DESHA,17100,0,17080,20,4450,76095000,760100
1973,UNITED STATES,ARKANSAS,WHITE,1450,0,1450,0,4807,6970150,69700
1973,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,750,0,540,210,3000,2250000,16200
1973,UNITED STATES,ARKANSAS,ARKANSAS,93400,0,93350,50,5080,474472000,4742200
1973,UNITED STATES,ARKANSAS,SAINT FRANCIS,22350,0,22280,70,4360,97446000,971400
1973,UNITED STATES,ARKANSAS,RANDOLPH,2520,0,2520,0,3901,9830520,98300
1973,UNITED STATES,ARKANSAS,JACKSON,25000,0,24990,10,4470,111750000,1117100
1973,UNITED STATES,ARKANSAS,PRAIRIE,49100,0,49000,100,5050,247955000,2474500
1973,UNITED STATES,ARKANSAS,HOT SPRING,580,0,580,0,4190,2430200,24300
1973,UNITED STATES,ARKANSAS,INDEPENDENCE,1050,0,1050,0,4476,4699800,47000
1973,UNITED STATES,ARKANSAS,DREW,5480,0,5480,0,4431,24281880,242800
1973,UNITED STATES,ARKANSAS,LAFAYETTE,1080,0,1080,0,4861,5249880,52500
1973,UNITED STATES,ARKANSAS,CRAIGHEAD,21350,0,21330,20,5070,108244500,1081400
1973,UNITED STATES,ARKANSAS,JEFFERSON,21500,0,21390,110,4460,95890000,954000
1973,UNITED STATES,ARKANSAS,MONROE,18140,0,18000,140,4830,87616200,869400
1973,UNITED STATES,ARKANSAS,CRITTENDEN,8560,0,8500,60,3620,30987200,307700
1973,UNITED STATES,ARKANSAS,PULASKI,2950,0,2920,30,4589,13537550,134000
1973,UNITED STATES,ARKANSAS,LITTLE RIVER,500,0,470,30,4234,2117000,19900
1973,UNITED STATES,ARKANSAS,PERRY,1030,0,1010,20,4119,4242570,41600
1973,UNITED STATES,ARKANSAS,POINSETT,47420,0,47410,10,5170,245161400,2451100
1973,UNITED STATES,ARKANSAS,LAWRENCE,10530,0,10530,0,5000,52650000,526500
1973,UNITED STATES,ARKANSAS,CHICOT,11900,0,11880,20,4550,54145000,540500
1973,UNITED STATES,ARKANSAS,LINCOLN,11000,0,10950,50,4800,52800000,525600
1974,UNITED STATES,ARKANSAS,CRAIGHEAD,35000,0,34500,500,4900,171500000,1690500
1974,UNITED STATES,ARKANSAS,MILLER,750,0,700,50,3700,2775000,25900
1974,UNITED STATES,ARKANSAS,RANDOLPH,5500,0,5400,100,3852,21186000,208000
1974,UNITED STATES,ARKANSAS,LEE,12600,0,12500,100,4120,51912000,515000
1974,UNITED STATES,ARKANSAS,MONROE,22900,0,22600,300,4319,98905100,976100
1974,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,100,0,100,0,3900,390000,3900
1974,UNITED STATES,ARKANSAS,GREENE,12500,0,12300,200,4230,52875000,520300
1974,UNITED STATES,ARKANSAS,POINSETT,57100,0,56900,200,5220,298062000,2970400
1974,UNITED STATES,ARKANSAS,WHITE,7900,0,7800,100,4590,36261000,358000
1974,UNITED STATES,ARKANSAS,JEFFERSON,28800,0,28600,200,4462,128505600,1276200
1974,UNITED STATES,ARKANSAS,LAFAYETTE,3200,0,3200,0,3822,12230400,122300
1974,UNITED STATES,ARKANSAS,LINCOLN,17400,0,17300,100,4230,73602000,731800
1974,UNITED STATES,ARKANSAS,DREW,7600,0,7500,100,4347,33037200,326000
1974,UNITED STATES,ARKANSAS,ASHLEY,12800,0,12800,0,4470,57216000,572200
1974,UNITED STATES,ARKANSAS,CLARK,1300,0,1300,0,4815,6259500,62600
1974,UNITED STATES,ARKANSAS,ARKANSAS,98500,0,98100,400,4780,470830000,4689200
1974,UNITED STATES,ARKANSAS,JACKSON,43900,0,43400,500,4550,199745000,1974700
1974,UNITED STATES,ARKANSAS,DALLAS,300,0,300,0,4300,1290000,12900
1974,UNITED STATES,ARKANSAS,INDEPENDENCE,2000,0,1950,50,4549,9098000,88700
1974,UNITED STATES,ARKANSAS,PRAIRIE,51800,0,51500,300,4800,248640000,2472000
1974,UNITED STATES,ARKANSAS,CRITTENDEN,10600,0,10600,0,4210,44626000,446300
1974,UNITED STATES,ARKANSAS,PULASKI,3000,0,3000,0,3693,11079000,110800
1974,UNITED STATES,ARKANSAS,LAWRENCE,20000,0,19800,200,4800,96000000,950400
1974,UNITED STATES,ARKANSAS,PERRY,1600,0,1550,50,3968,6348800,61500
1974,UNITED STATES,ARKANSAS,HOT SPRING,750,0,700,50,3514,2635500,24600
1974,UNITED STATES,ARKANSAS,CHICOT,21700,0,21500,200,4593,99668100,987500
1974,UNITED STATES,ARKANSAS,PHILLIPS,7100,0,7100,0,3994,28357400,283600
1974,UNITED STATES,ARKANSAS,LONOKE,57000,0,56800,200,4730,269610000,2686600
1974,UNITED STATES,ARKANSAS,MISSISSIPPI,3400,0,3350,50,3851,13093400,129000
1974,UNITED STATES,ARKANSAS,FAULKNER,1050,0,1050,0,3752,3939600,39400
1974,UNITED STATES,ARKANSAS,SAINT FRANCIS,26400,0,26100,300,4300,113520000,1122300
1974,UNITED STATES,ARKANSAS,CROSS,56900,0,56600,300,4640,264016000,2626200
1974,UNITED STATES,ARKANSAS,LITTLE RIVER,550,0,500,50,3800,2090000,19000
1974,UNITED STATES,ARKANSAS,WOODRUFF,40200,0,40100,100,4530,182106000,1816500
1974,UNITED STATES,ARKANSAS,DESHA,25400,0,25200,200,4530,115062000,1141600
1974,UNITED STATES,ARKANSAS,CLAY,17400,0,17300,100,4150,72210000,718000
1975,UNITED STATES,ARKANSAS,JEFFERSON,40600,0,40520,80,4469,181441400,1810800
1975,UNITED STATES,ARKANSAS,SAINT FRANCIS,31800,0,31750,50,4347,138234600,1380300
1975,UNITED STATES,ARKANSAS,MONROE,29100,0,29030,70,4530,131823000,1315000
1975,UNITED STATES,ARKANSAS,POINSETT,74000,0,73860,140,4800,355200000,3545300
1975,UNITED STATES,ARKANSAS,GREENE,23600,0,23580,20,4500,106200000,1061100
1975,UNITED STATES,ARKANSAS,DESHA,32900,0,32800,100,4350,143115000,1426800
1975,UNITED STATES,ARKANSAS,LITTLE RIVER,700,0,690,10,3986,2790200,27500
1975,UNITED STATES,ARKANSAS,MISSISSIPPI,4900,0,4890,10,4699,23025100,229800
1975,UNITED STATES,ARKANSAS,PHILLIPS,6300,0,6290,10,4350,27405000,273600
1975,UNITED STATES,ARKANSAS,CHICOT,26900,0,26790,110,4400,118360000,1178800
1975,UNITED STATES,ARKANSAS,LAWRENCE,30000,0,29930,70,4600,138000000,1376800
1975,UNITED STATES,ARKANSAS,PRAIRIE,59200,0,59070,130,4800,284160000,2835400
1975,UNITED STATES,ARKANSAS,INDEPENDENCE,2950,0,2940,10,4500,13275000,132300
1975,UNITED STATES,ARKANSAS,JACKSON,66200,0,66010,190,4470,295914000,2950600
1975,UNITED STATES,ARKANSAS,LAFAYETTE,5900,0,5880,20,4003,23617700,235400
1975,UNITED STATES,ARKANSAS,RANDOLPH,8500,0,8470,30,4600,39100000,389600
1975,UNITED STATES,ARKANSAS,ASHLEY,15800,0,15770,30,4300,67940000,678100
1975,UNITED STATES,ARKANSAS,HEMPSTEAD,550,0,540,10,3981,2189550,21500
1975,UNITED STATES,ARKANSAS,CLAY,23900,0,23850,50,4450,106355000,1061300
1975,UNITED STATES,ARKANSAS,YELL,1600,0,1580,20,3750,6000000,59250
1975,UNITED STATES,ARKANSAS,MILLER,1350,0,1350,0,4000,5400000,54000
1975,UNITED STATES,ARKANSAS,LEE,16200,0,16170,30,4250,68850000,687200
1975,UNITED STATES,ARKANSAS,POPE,150,0,150,0,3733,559950,5600
1975,UNITED STATES,ARKANSAS,CONWAY,600,0,600,0,4167,2500200,25000
1975,UNITED STATES,ARKANSAS,CROSS,61800,0,61650,150,4600,284280000,2835900
1975,UNITED STATES,ARKANSAS,DREW,9800,0,9770,30,4350,42630000,425000
1975,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,50,0,50,0,3800,190000,1900
1975,UNITED STATES,ARKANSAS,DALLAS,400,0,400,0,4125,1650000,16500
1975,UNITED STATES,ARKANSAS,LINCOLN,23500,0,23450,50,4400,103400000,1031900
1975,UNITED STATES,ARKANSAS,FAULKNER,2350,0,2340,10,4575,10751250,107050
1975,UNITED STATES,ARKANSAS,HOT SPRING,600,0,600,0,4333,2599800,26000
1975,UNITED STATES,ARKANSAS,CRITTENDEN,12100,0,12080,20,4150,50215000,501300
1975,UNITED STATES,ARKANSAS,CRAIGHEAD,47200,0,47130,70,4530,213816000,2135000
1975,UNITED STATES,ARKANSAS,PULASKI,4400,0,4390,10,4549,20015600,199700
1975,UNITED STATES,ARKANSAS,WHITE,10350,0,10340,10,4400,45540000,455000
1975,UNITED STATES,ARKANSAS,WOODRUFF,46500,0,46400,100,4400,204600000,2041600
1975,UNITED STATES,ARKANSAS,PERRY,1950,0,1950,0,4200,8190000,81900
1975,UNITED STATES,ARKANSAS,LONOKE,70000,0,69860,140,4650,325500000,3248500
1975,UNITED STATES,ARKANSAS,CLARK,2300,0,2280,20,4189,9634700,95500
1975,UNITED STATES,ARKANSAS,ARKANSAS,103000,0,102800,200,4680,482040000,4811200
1976,UNITED STATES,ARKANSAS,ASHLEY,16100,0,16030,70,4217,67893700,676000
1976,UNITED STATES,ARKANSAS,CROSS,57600,0,57410,190,5003,288172800,2872000
1976,UNITED STATES,ARKANSAS,FAULKNER,2500,0,2440,60,4303,10757500,105000
1976,UNITED STATES,ARKANSAS,DALLAS,150,0,150,0,4000,600000,6000
1976,UNITED STATES,ARKANSAS,MISSISSIPPI,3300,0,3250,50,4323,14265900,140500
1976,UNITED STATES,ARKANSAS,SAINT FRANCIS,33600,0,33500,100,4713,158356800,1579000
1976,UNITED STATES,ARKANSAS,CRITTENDEN,11700,0,11660,40,4245,49666500,495000
1976,UNITED STATES,ARKANSAS,LINCOLN,20900,0,20830,70,4690,98021000,977000
1976,UNITED STATES,ARKANSAS,CLAY,23600,0,23300,300,4742,111911200,1105000
1976,UNITED STATES,ARKANSAS,INDEPENDENCE,3800,0,3790,10,4604,17495200,174500
1976,UNITED STATES,ARKANSAS,CHICOT,22100,0,22030,70,4730,104533000,1042000
1976,UNITED STATES,ARKANSAS,HOT SPRING,550,0,550,0,4000,2200000,22000
1976,UNITED STATES,ARKANSAS,PERRY,1900,0,1890,10,3704,7037600,70000
1976,UNITED STATES,ARKANSAS,PRAIRIE,56100,0,55920,180,5004,280724400,2798000
1976,UNITED STATES,ARKANSAS,PULASKI,4950,0,4920,30,4797,23745150,236000
1976,UNITED STATES,ARKANSAS,PHILLIPS,5200,0,5180,20,4440,23088000,230000
1976,UNITED STATES,ARKANSAS,HEMPSTEAD,650,0,650,0,3769,2449850,24500
1976,UNITED STATES,ARKANSAS,WOODRUFF,43000,0,42920,80,4315,185545000,1852000
1976,UNITED STATES,ARKANSAS,LITTLE RIVER,800,0,800,0,4000,3200000,32000
1976,UNITED STATES,ARKANSAS,LONOKE,65700,0,65480,220,5075,333427500,3323000
1976,UNITED STATES,ARKANSAS,CLARK,2750,0,2740,10,4307,11844250,118000
1976,UNITED STATES,ARKANSAS,WHITE,12300,0,12260,40,4759,58535700,583500
1976,UNITED STATES,ARKANSAS,LAFAYETTE,5800,0,5780,20,3849,22324200,222500
1976,UNITED STATES,ARKANSAS,RANDOLPH,8600,0,8550,50,4357,37470200,372500
1976,UNITED STATES,ARKANSAS,CRAIGHEAD,45000,0,44900,100,4759,214155000,2137000
1976,UNITED STATES,ARKANSAS,MONROE,29900,0,29800,100,4846,144895400,1444000
1976,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,400,0,400,0,4750,1900000,19000
1976,UNITED STATES,ARKANSAS,JEFFERSON,37300,0,37080,220,4698,175235400,1742000
1976,UNITED STATES,ARKANSAS,MILLER,4350,0,4340,10,4401,19144350,191000
1976,UNITED STATES,ARKANSAS,JACKSON,53700,0,53610,90,4329,232467300,2321000
1976,UNITED STATES,ARKANSAS,YELL,1650,0,1640,10,4756,7847400,78000
1976,UNITED STATES,ARKANSAS,POINSETT,68800,0,68600,200,5144,353907200,3529000
1976,UNITED STATES,ARKANSAS,GREENE,21400,0,21330,70,4707,100729800,1004000
1976,UNITED STATES,ARKANSAS,LEE,21200,0,21170,30,4582,97138400,970000
1976,UNITED STATES,ARKANSAS,ARKANSAS,93300,0,93000,300,5032,469485600,4680000
1976,UNITED STATES,ARKANSAS,LAWRENCE,27800,0,27710,90,4800,133440000,1330000
1976,UNITED STATES,ARKANSAS,DESHA,31400,0,31300,100,4498,141237200,1408000
1976,UNITED STATES,ARKANSAS,CONWAY,1150,0,1120,30,4018,4620700,45000
1976,UNITED STATES,ARKANSAS,DREW,9000,0,8970,30,4548,40932000,408000
1977,UNITED STATES,ARKANSAS,DALLAS,100,0,90,10,3000,300000,2700
1977,UNITED STATES,ARKANSAS,CRITTENDEN,9550,0,9510,40,3417,32632350,325000
1977,UNITED STATES,ARKANSAS,JACKSON,54600,0,54480,120,4132,225607200,2251000
1977,UNITED STATES,ARKANSAS,ARKANSAS,93900,0,93600,300,4350,408465000,4072000
1977,UNITED STATES,ARKANSAS,CLARK,1900,0,1890,10,3720,7068000,70300
1977,UNITED STATES,ARKANSAS,PRAIRIE,56400,0,56250,150,4268,240715200,2401000
1977,UNITED STATES,ARKANSAS,ASHLEY,13100,0,13080,20,3547,46465700,464000
1977,UNITED STATES,ARKANSAS,PULASKI,4300,0,4280,20,4182,17982600,179000
1977,UNITED STATES,ARKANSAS,LONOKE,60700,0,60500,200,4069,246988300,2462000
1977,UNITED STATES,ARKANSAS,WHITE,16400,0,16350,50,4398,72127200,719000
1977,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,50,0,50,0,4000,200000,2000
1977,UNITED STATES,ARKANSAS,RANDOLPH,10200,0,9930,270,4300,43860000,427000
1977,UNITED STATES,ARKANSAS,MILLER,3350,0,3330,20,4219,14133650,140500
1977,UNITED STATES,ARKANSAS,POPE,450,0,450,0,4778,2150100,21500
1977,UNITED STATES,ARKANSAS,JEFFERSON,28700,0,28540,160,4250,121975000,1213000
1977,UNITED STATES,ARKANSAS,YELL,1900,0,1890,10,3730,7087000,70500
1977,UNITED STATES,ARKANSAS,POINSETT,78400,0,78230,170,4956,388550400,3877000
1977,UNITED STATES,ARKANSAS,LEE,18300,0,18230,70,3928,71882400,716000
1977,UNITED STATES,ARKANSAS,CONWAY,1000,0,1000,0,3850,3850000,38500
1977,UNITED STATES,ARKANSAS,LITTLE RIVER,600,0,590,10,4153,2491800,24500
1977,UNITED STATES,ARKANSAS,FAULKNER,2750,0,2740,10,4161,11442750,114000
1977,UNITED STATES,ARKANSAS,MISSISSIPPI,2050,0,2040,10,4191,8591550,85500
1977,UNITED STATES,ARKANSAS,PHILLIPS,3650,0,3640,10,3462,12636300,126000
1977,UNITED STATES,ARKANSAS,HOT SPRING,850,0,850,0,3882,3299700,33000
1977,UNITED STATES,ARKANSAS,CHICOT,16250,0,16210,40,3652,59345000,592000
1977,UNITED STATES,ARKANSAS,CROSS,57000,0,56810,190,4580,261060000,2602000
1977,UNITED STATES,ARKANSAS,PERRY,1500,0,1490,10,3490,5235000,52000
1977,UNITED STATES,ARKANSAS,LAWRENCE,32600,0,32470,130,4250,138550000,1380000
1977,UNITED STATES,ARKANSAS,LAFAYETTE,4550,0,4480,70,3962,18027100,177500
1977,UNITED STATES,ARKANSAS,MONROE,30200,0,30120,80,4100,123820000,1235000
1977,UNITED STATES,ARKANSAS,LINCOLN,16500,0,16390,110,4088,67452000,670000
1977,UNITED STATES,ARKANSAS,CLAY,27900,0,27770,130,4120,114948000,1144000
1977,UNITED STATES,ARKANSAS,DESHA,23000,0,22950,50,3800,87400000,872000
1977,UNITED STATES,ARKANSAS,INDEPENDENCE,3450,0,3440,10,4317,14893650,148500
1977,UNITED STATES,ARKANSAS,CRAIGHEAD,54000,0,53890,110,4279,231066000,2306000
1977,UNITED STATES,ARKANSAS,GREENE,27200,0,27100,100,4100,111520000,1111000
1977,UNITED STATES,ARKANSAS,DREW,8150,0,8030,120,3898,31768700,313000
1977,UNITED STATES,ARKANSAS,WOODRUFF,39300,0,39200,100,4110,161523000,1611000
1977,UNITED STATES,ARKANSAS,HEMPSTEAD,500,0,500,0,3600,1800000,18000
1977,UNITED STATES,ARKANSAS,SAINT FRANCIS,34700,0,34610,90,3840,133248000,1329000
1978,UNITED STATES,ARKANSAS,WHITE,20000,0,19400,600,4230,84600000,820600
1978,UNITED STATES,ARKANSAS,MILLER,4000,0,4000,0,3250,13000000,130000
1978,UNITED STATES,ARKANSAS,HOT SPRING,1100,0,1100,0,3900,4290000,42900
1978,UNITED STATES,ARKANSAS,CHICOT,28000,0,27700,300,4100,114800000,1135600
1978,UNITED STATES,ARKANSAS,PULASKI,5400,0,5400,0,4080,22032000,220300
1978,UNITED STATES,ARKANSAS,ASHLEY,19000,0,18700,300,4320,82080000,807700
1978,UNITED STATES,ARKANSAS,INDEPENDENCE,4000,0,4000,0,4270,17080000,170800
1978,UNITED STATES,ARKANSAS,WOODRUFF,48000,0,47100,900,3950,189600000,1860500
1978,UNITED STATES,ARKANSAS,PRAIRIE,67000,0,66700,300,4580,306860000,3054900
1978,UNITED STATES,ARKANSAS,CROSS,69000,0,68200,800,4690,323610000,3198600
1978,UNITED STATES,ARKANSAS,LINCOLN,23000,0,22800,200,4280,98440000,975700
1978,UNITED STATES,ARKANSAS,JEFFERSON,41000,0,40500,500,4440,182040000,1798000
1978,UNITED STATES,ARKANSAS,CONWAY,1300,0,1300,0,4160,5408000,54100
1978,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,1000,0,300,700,4130,4130000,12400
1978,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,300,0,300,0,4130,1239000,12400
1978,UNITED STATES,ARKANSAS,FAULKNER,3800,0,3800,0,4600,17480000,174800
1978,UNITED STATES,ARKANSAS,GREENE,39000,0,38600,400,4320,168480000,1667500
1978,UNITED STATES,ARKANSAS,LAWRENCE,40000,0,39700,300,4490,179600000,1782500
1978,UNITED STATES,ARKANSAS,PERRY,2400,0,2400,0,3820,9168000,91700
1978,UNITED STATES,ARKANSAS,POINSETT,107000,0,106700,300,4790,512530000,5111000
1978,UNITED STATES,ARKANSAS,CRITTENDEN,12000,0,11700,300,4230,50760000,494900
1978,UNITED STATES,ARKANSAS,DESHA,34000,0,33700,300,4350,147900000,1465900
1978,UNITED STATES,ARKANSAS,ARKANSAS,112000,0,111500,500,5000,560000000,5575000
1978,UNITED STATES,ARKANSAS,PHILLIPS,7000,0,6900,100,4280,29960000,295300
1978,UNITED STATES,ARKANSAS,LAFAYETTE,7000,0,7000,0,3820,26740000,267400
1978,UNITED STATES,ARKANSAS,CLARK,3600,0,3600,0,3990,14364000,143600
1978,UNITED STATES,ARKANSAS,SAINT FRANCIS,38000,0,37500,500,4230,160740000,1586300
1978,UNITED STATES,ARKANSAS,DREW,12000,0,11600,400,4290,51480000,497600
1978,UNITED STATES,ARKANSAS,MISSISSIPPI,9000,0,8900,100,4280,38520000,380900
1978,UNITED STATES,ARKANSAS,POPE,600,0,600,0,4500,2700000,27000
1978,UNITED STATES,ARKANSAS,YELL,2200,0,2200,0,4480,9856000,98600
1978,UNITED STATES,ARKANSAS,MONROE,37000,0,36600,400,4140,153180000,1515200
1978,UNITED STATES,ARKANSAS,CRAIGHEAD,69000,0,68600,400,4640,320160000,3183000
1978,UNITED STATES,ARKANSAS,CLAY,39000,0,38900,100,4540,177060000,1766000
1978,UNITED STATES,ARKANSAS,LEE,25000,0,24500,500,4220,105500000,1033900
1978,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,300,0,300,0,4130,1239000,12400
1978,UNITED STATES,ARKANSAS,JACKSON,73000,0,72600,400,4060,296380000,2947400
1978,UNITED STATES,ARKANSAS,LITTLE RIVER,1000,0,1000,0,4220,4220000,42200
1978,UNITED STATES,ARKANSAS,LONOKE,79000,0,78300,700,4330,342070000,3390400
1978,UNITED STATES,ARKANSAS,RANDOLPH,15000,0,14600,400,4300,64500000,627800
1979,UNITED STATES,ARKANSAS,PHILLIPS,6300,0,6200,100,4530,28539000,281000
1979,UNITED STATES,ARKANSAS,HOT SPRING,900,0,900,0,4290,3861000,38600
1979,UNITED STATES,ARKANSAS,LAWRENCE,45000,0,44600,400,4160,187200000,1853900
1979,UNITED STATES,ARKANSAS,JEFFERSON,43000,0,42500,500,4320,185760000,1834100
1979,UNITED STATES,ARKANSAS,CHICOT,30000,0,30000,0,4500,135000000,1349700
1979,UNITED STATES,ARKANSAS,WHITE,20500,0,19800,700,3850,78925000,761800
1979,UNITED STATES,ARKANSAS,SAINT FRANCIS,36500,0,35800,700,4030,147095000,1441300
1979,UNITED STATES,ARKANSAS,WOODRUFF,42500,0,42500,0,3980,169150000,1693100
1979,UNITED STATES,ARKANSAS,LITTLE RIVER,800,0,800,0,3800,3040000,30400
1979,UNITED STATES,ARKANSAS,FAULKNER,2900,0,2500,400,3840,11136000,96000
1979,UNITED STATES,ARKANSAS,LINCOLN,23500,0,23400,100,3630,85305000,848300
1979,UNITED STATES,ARKANSAS,CRAIGHEAD,61500,0,61000,500,4130,253995000,2522100
1979,UNITED STATES,ARKANSAS,LEE,26000,0,25800,200,3750,97500000,968200
1979,UNITED STATES,ARKANSAS,YELL,1800,0,1800,0,4120,7416000,74200
1979,UNITED STATES,ARKANSAS,CONWAY,800,0,700,100,3990,3192000,27900
1979,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,1200,0,1200,0,4250,5100000,51000
1979,UNITED STATES,ARKANSAS,ASHLEY,21500,0,21400,100,4100,88150000,877100
1979,UNITED STATES,ARKANSAS,MISSISSIPPI,7700,0,7600,100,4190,32263000,318800
1979,UNITED STATES,ARKANSAS,DESHA,35000,0,35000,0,4070,142450000,1426200
1979,UNITED STATES,ARKANSAS,MILLER,3700,0,3700,0,3920,14504000,145000
1979,UNITED STATES,ARKANSAS,GREENE,36500,0,36100,400,3950,144175000,1425200
1979,UNITED STATES,ARKANSAS,PRAIRIE,60000,0,59400,600,4920,295200000,2923500
1979,UNITED STATES,ARKANSAS,ARKANSAS,105500,0,104200,1300,5010,528555000,5222800
1979,UNITED STATES,ARKANSAS,JACKSON,64500,0,64300,200,4040,260580000,2596800
1979,UNITED STATES,ARKANSAS,LONOKE,75000,0,74500,500,3850,288750000,2869500
1979,UNITED STATES,ARKANSAS,MONROE,35500,0,35500,0,3940,139870000,1398400
1979,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,100,0,1200,-1100,4250,425000,51000
1979,UNITED STATES,ARKANSAS,DREW,14000,0,13700,300,4250,59500000,582000
1979,UNITED STATES,ARKANSAS,RANDOLPH,11500,0,11400,100,4840,55660000,551500
1979,UNITED STATES,ARKANSAS,PULASKI,5600,0,5300,300,4020,22512000,212900
1979,UNITED STATES,ARKANSAS,PERRY,1800,0,1600,200,4360,7848000,69800
1979,UNITED STATES,ARKANSAS,INDEPENDENCE,2800,0,2700,100,3570,9996000,96500
1979,UNITED STATES,ARKANSAS,POINSETT,92000,0,90900,1100,4870,448040000,4426600
1979,UNITED STATES,ARKANSAS,LAFAYETTE,5300,0,5300,0,4100,21730000,217300
1979,UNITED STATES,ARKANSAS,CLARK,2900,0,2900,0,3970,11513000,115000
1979,UNITED STATES,ARKANSAS,CRITTENDEN,9700,0,9500,200,3460,33562000,329000
1979,UNITED STATES,ARKANSAS,CROSS,61000,0,60600,400,5090,310490000,3083400
