year,country,state,county_name,acre_planted,acre_planted_cv,acre_harvested,acres_loss,yield_lb_per_acres,total_yield,production_cwt
1979,UNITED STATES,ARKANSAS,CLAY,35000,0,34600,400,3740,130900000,1294400
1979,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,200,0,1200,-1000,4250,850000,51000
1980,UNITED STATES,ARKANSAS,ASHLEY,28000,0,27600,400,3220,90160000,888700
1980,UNITED STATES,ARKANSAS,CRITTENDEN,12000,0,12000,0,3860,46320000,463200
1980,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,300,0,300,0,3500,1050000,10500
1980,UNITED STATES,ARKANSAS,ARKANSAS,127000,0,124500,2500,4400,558800000,5475700
1980,UNITED STATES,ARKANSAS,LAFAYETTE,6900,0,6700,200,4080,28152000,273600
1980,UNITED STATES,ARKANSAS,CLAY,54000,0,53500,500,4130,223020000,2211200
1980,UNITED STATES,ARKANSAS,POPE,600,0,600,0,4000,2400000,24000
1980,UNITED STATES,ARKANSAS,MONROE,44000,0,43500,500,4000,176000000,1740000
1980,UNITED STATES,ARKANSAS,CRAIGHEAD,76000,0,75000,1000,4200,319200000,3150000
1980,UNITED STATES,ARKANSAS,MISSISSIPPI,11000,0,11000,0,4150,45650000,456000
1980,UNITED STATES,ARKANSAS,DREW,22000,0,21800,200,3410,75020000,742300
1980,UNITED STATES,ARKANSAS,SAINT FRANCIS,42500,0,42000,500,3930,167025000,1649800
1980,UNITED STATES,ARKANSAS,RANDOLPH,17000,0,17000,0,4370,74290000,742900
1980,UNITED STATES,ARKANSAS,FRANKLIN,500,0,500,0,3440,1720000,17200
1980,UNITED STATES,ARKANSAS,CLARK,3500,0,3500,0,3720,13020000,130100
1980,UNITED STATES,ARKANSAS,PHILLIPS,17500,0,17500,0,4010,70175000,701800
1980,UNITED STATES,ARKANSAS,JOHNSON,500,0,500,0,4060,2030000,20300
1980,UNITED STATES,ARKANSAS,MILLER,4000,0,3800,200,3780,15120000,143800
1980,UNITED STATES,ARKANSAS,YELL,2100,0,2100,0,4400,9240000,92400
1980,UNITED STATES,ARKANSAS,WOODRUFF,51500,0,50500,1000,3760,193640000,1898800
1980,UNITED STATES,ARKANSAS,DALLAS,500,0,500,0,3700,1850000,18500
1980,UNITED STATES,ARKANSAS,PRAIRIE,68000,0,66500,1500,4620,314160000,3072300
1980,UNITED STATES,ARKANSAS,CROSS,71000,0,70000,1000,4380,310980000,3066000
1980,UNITED STATES,ARKANSAS,PERRY,3000,0,2900,100,3700,11100000,107400
1980,UNITED STATES,ARKANSAS,GREENE,48000,0,47000,1000,3900,187200000,1834400
1980,UNITED STATES,ARKANSAS,FAULKNER,4000,0,3900,100,4330,17320000,168900
1980,UNITED STATES,ARKANSAS,LINCOLN,29000,0,28600,400,3790,109910000,1085300
1980,UNITED STATES,ARKANSAS,HOT SPRING,1400,0,1400,0,3110,4354000,43600
1980,UNITED STATES,ARKANSAS,JACKSON,74000,0,73000,1000,3910,289340000,2852100
1980,UNITED STATES,ARKANSAS,PULASKI,8600,0,8400,200,4110,35346000,344900
1980,UNITED STATES,ARKANSAS,POINSETT,105000,0,103000,2000,4450,467250000,4585200
1980,UNITED STATES,ARKANSAS,CONWAY,2000,0,1900,100,4840,9680000,91900
1980,UNITED STATES,ARKANSAS,LAWRENCE,55000,0,54000,1000,4260,234300000,2299900
1980,UNITED STATES,ARKANSAS,WHITE,29000,0,28500,500,3950,114550000,1127100
1980,UNITED STATES,ARKANSAS,LONOKE,99500,0,98000,1500,4190,416905000,4104400
1980,UNITED STATES,ARKANSAS,CHICOT,39000,0,38500,500,3710,144690000,1428400
1980,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,500,0,300,200,3500,1750000,10500
1980,UNITED STATES,ARKANSAS,OUACHITA,1000,0,1000,0,3510,3510000,35100
1980,UNITED STATES,ARKANSAS,LEE,33000,0,32500,500,4190,138270000,1361800
1980,UNITED STATES,ARKANSAS,DESHA,46000,0,45500,500,3860,177560000,1754400
1980,UNITED STATES,ARKANSAS,LITTLE RIVER,1600,0,1500,100,3630,5808000,54500
1980,UNITED STATES,ARKANSAS,JEFFERSON,54000,0,53000,1000,3960,213840000,2098800
1980,UNITED STATES,ARKANSAS,INDEPENDENCE,6000,0,6000,0,3830,22980000,229700
1981,UNITED STATES,ARKANSAS,MILLER,5000,0,4800,200,3840,19200000,184400
1981,UNITED STATES,ARKANSAS,POINSETT,122000,0,120500,1500,4890,596580000,5895100
1981,UNITED STATES,ARKANSAS,WHITE,37000,0,36200,800,3350,123950000,1213100
1981,UNITED STATES,ARKANSAS,LAFAYETTE,8400,0,8200,200,3580,30072000,293200
1981,UNITED STATES,ARKANSAS,CRAIGHEAD,83000,0,82300,700,4850,402550000,3992900
1981,UNITED STATES,ARKANSAS,GREENE,60000,0,59800,200,4710,282600000,2817600
1981,UNITED STATES,ARKANSAS,LONOKE,103000,0,101400,1600,4570,470710000,4634100
1981,UNITED STATES,ARKANSAS,MONROE,55000,0,54500,500,4570,251350000,2490700
1981,UNITED STATES,ARKANSAS,LINCOLN,37000,0,36200,800,4360,161320000,1579000
1981,UNITED STATES,ARKANSAS,CLARK,3500,0,3300,200,4020,14070000,132600
1981,UNITED STATES,ARKANSAS,JOHNSON,500,0,500,0,3060,1530000,15300
1981,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,400,0,400,0,3230,1292000,12900
1981,UNITED STATES,ARKANSAS,LEE,43000,0,42700,300,4240,182320000,1811200
1981,UNITED STATES,ARKANSAS,LAWRENCE,73000,0,72300,700,4520,329960000,3269100
1981,UNITED STATES,ARKANSAS,OTHER (COMBINED) COUNTIES,1000,0,400,600,3230,3230000,12900
1981,UNITED STATES,ARKANSAS,DALLAS,500,0,500,0,3260,1630000,16300
1981,UNITED STATES,ARKANSAS,CONWAY,1000,0,900,100,3510,3510000,31600
