year,month,country_na,mean
2022,1,Arkansas,22.07224611
2022,1,Arkansas,21.67223449
2022,1,Arkansas,21.26551052
2022,2,Arkansas,25.18090806
2022,2,Arkansas,23.54585424
2022,2,Arkansas,21.83503106
2022,2,Arkansas,21.49949005
2022,2,Arkansas,21.28361798
2022,2,Arkansas,23.75762595
2022,2,Arkansas,23.8071132
2022,2,Arkansas,25.24087718
2022,2,Arkansas,23.74578571
2022,3,Arkansas,20.70654642
2022,3,Arkansas,21.98490238
2022,3,Arkansas,23.30506558
2022,3,Arkansas,23.28640707
2022,3,Arkansas,22.85794321
2022,3,Arkansas,22.71382415
2022,3,Arkansas,22.1104252
2022,3,Arkansas,23.77412205
2022,3,Arkansas,20.8060612
2022,3,Arkansas,21.51324106
2022,4,Arkansas,22.52125004
2022,4,Arkansas,23.41083846
2022,4,Arkansas,22.32329465
2022,4,Arkansas,21.22374282
2022,4,Arkansas,24.01789249
2022,4,Arkansas,24.92255488
2022,4,Arkansas,23.52275137
2022,4,Arkansas,20.89884505
2022,4,Arkansas,23.44272221
2022,4,Arkansas,19.47273445
2022,5,Arkansas,21.58387735
2022,5,Arkansas,22.634869
2022,5,Arkansas,19.13396444
2022,5,Arkansas,15.22024224
2022,5,Arkansas,13.98935845
2022,5,Arkansas,13.62356148
2022,5,Arkansas,10.76089686
2022,5,Arkansas,20.28787623
2022,5,Arkansas,22.37700291
2022,5,Arkansas,15.6696731
2022,5,Arkansas,14.6892943
2022,6,Arkansas,14.50415296
2022,6,Arkansas,15.25530859
2022,6,Arkansas,16.23178776
2022,6,Arkansas,11.13471621
2022,6,Arkansas,8.999839539
2022,6,Arkansas,7.595096125
2022,6,Arkansas,5.722316638
2022,6,Arkansas,4.899390949
2022,6,Arkansas,4.547555656
2022,6,Arkansas,3.645896709
2022,7,Arkansas,5.427386363
2022,7,Arkansas,3.358360225
2022,7,Arkansas,3.232596405
2022,7,Arkansas,5.102805418
2022,7,Arkansas,3.234855667
2022,7,Arkansas,4.195229472
2022,7,Arkansas,2.905997972
2022,7,Arkansas,2.565996259
2022,7,Arkansas,4.258411605
2022,7,Arkansas,10.18318462
2022,8,Arkansas,5.241255864
